log2FoldChange	ENTREZID	SYMBOL
-0.198867125162494	10954	PDIA5
-0.301516662144769	7507	XPA
-0.313887689559431	54704	PDP1
0.174552912157374	8439	NSMAF
-0.757769783343061	170691	ADAMTS17
0.651562653485118	192111	PGAM5
0.364854364606169	112858	TP53RK
-0.182836775884051	148362	BROX
0.502078693822143	11022	TDRKH
-0.378769926572196	54751	FBLIM1
0.439278545935734	201266	SLC39A11
-0.132153618880523	1486	CTBS
-0.554650039186573	79064	TMEM223
-0.221350991541795	1893	ECM1
0.167974263988773	80196	RNF34
0.451915056655149	254225	RNF169
-0.72517136867028	28513	CDH19
0.522461971854415	997	CDC34
0.161009026027618	27131	SNX5
-0.872274019424925	261734	NPHP4
0.378133458555512	1763	DNA2
-1.50774998635577	51176	LEF1
0.247673482208685	5281	PIGF
-1.11056123283842	2444	FRK
-0.463527749714493	2065	ERBB3
0.14340398712801	55660	PRPF40A
-1.39936058761716	26470	SEZ6L2
-0.260408206621863	8690	JRKL
0.150878355345731	151987	PPP4R2
-0.580971307968896	9540	TP53I3
-1.4832918216102	341359	SYT10
0.383563071932678	25855	BRMS1
-0.115153525198197	9870	AREL1
-0.492916168587167	26013	L3MBTL1
0.559486230570284	84273	NOA1
0.310326123166483	50485	SMARCAL1
-1.46861591562988	200162	SPAG17
-0.243431447404864	9554	SEC22B
0.476143645653638	5210	PFKFB4
-0.148523446499562	10651	MTX2
1.48597524953157	6547	SLC8A3
0.191351938500416	6188	RPS3
-0.24159535229081	55204	GOLPH3L
0.981750679994428	170692	ADAMTS18
0.27209726329442	64768	IPPK
0.596024477742772	85450	ITPRIP
0.196393201143727	83480	PUS3
-0.866699749153142	91373	UAP1L1
-0.821607971243044	9351	SLC9A3R2
-0.188536866981427	6575	SLC20A2
0.150785621241934	23435	TARDBP
0.146860191797683	26097	CHTOP
0.185075298389858	8407	TAGLN2
-1.26418996433015	114899	C1QTNF3
-0.233442754786313	79068	FTO
0.403883248191206	154043	CNKSR3
-1.49226443123227	57471	ERMN
0.376668128777909	11269	DDX19B
-0.223425725358118	57473	ZNF512B
1.56522284510706	257106	ARHGAP30
-0.604447592218496	130162	CLHC1
-0.480438640007038	130535	KCTD18
-0.208906519121417	128077	LIX1L
0.335589863446377	2971	GTF3A
1.56223950519333	56271	BEX4
-1.07076911112143	53358	SHC3
1.55835364762209	259307	IL4I1
-0.531641142354036	25809	TTLL1
0.778426265061786	255480	TBX5-AS1
-1.24730833826064	65268	WNK2
-0.231970557222005	7257	TSNAX
0.951172612624983	57538	ALPK3
0.32620409876229	56992	KIF15
-0.396653177031296	2317	FLNB
-0.266393621569267	84513	PLPP5
-1.03860128802044	9368	SLC9A3R1
-0.297835641016066	283578	TMED8
-1.3382350020517	23416	KCNH3
0.304356435417649	23087	TRIM35
0.576456126852692	8161	COIL
1.55031560731739	3238	HOXD12
1.26448617177318	2300	FOXL1
-1.01803510980042	124637	CYB5D1
-0.943142068839798	5251	PHEX
0.332196488503579	1317	SLC31A1
-0.458683654477083	158135	TTLL11
-0.157493363252168	9371	KIF3B
-1.00642280898065	57722	IGDCC4
0.730345269816155	10024	TROAP
-0.206734940995461	64746	ACBD3
0.433925602020583	441094	NR2F1-AS1
1.47109438068494	54072	LINC00158
-0.957532005312109	4345	CD200
0.143657190391164	55697	VAC14
1.05547017908118	79140	CCDC28B
-0.20311155993125	27248	ERLEC1
0.154763843484052	5478	PPIA
0.420399781079879	4651	MYO10
0.200398877521039	10797	MTHFD2
0.122941116482026	55700	MAP7D1
0.112634342808549	23534	TNPO3
1.25962268681656	4602	MYB
-0.924775138639533	81488	POLR2M
1.1045019503189	4635	MYL4
-0.177112894310637	10613	ERLIN1
1.46912414611607	80274	SCUBE1
-0.283014423793164	10090	UST
-0.192620900505461	5571	PRKAG1
-0.6245775396937	221	ALDH3B1
-1.13605266886902	26050	SLITRK5
1.00012854525308	167359	NIM1K
-1.51975273539975	338382	RAB7B
-0.248186766443742	170622	COMMD6
1.01084132829918	23580	CDC42EP4
0.748054864930751	641367	LOC641367
-0.414729599539905	64840	PORCN
-0.228993730831646	29071	C1GALT1C1
1.53880798827987	719	C3AR1
1.29247077441601	6532	SLC6A4
-0.171323488898501	8904	CPNE1
-0.552381137949478	56731	SLC2A4RG
1.41729891731787	3233	HOXD4
0.271806919119476	83759	RBM4B
0.166480342070095	9244	CRLF1
-1.01210638096703	51277	DNAJC27
-0.536618373008935	11007	CCDC85B
-0.583166108995582	1397	CRIP2
-0.713814186482831	128486	FITM2
-0.670602732963714	2653	GCSH
-0.37156657785857	85015	USP45
-0.221361933789135	25828	TXN2
0.333041977861483	57610	RANBP10
0.274207724830659	55845	BRK1
1.14311147616156	1663	DDX11
-0.337052772518918	50937	CDON
0.706260153497824	93109	TMEM44
-0.260133962833849	116840	CNTROB
-1.52703498891024	4512	COX1
-0.970271267078253	55871	CBWD1
0.25449795265841	56288	PARD3
-1.44748359508091	10761	PLAC1
1.46403649783662	55423	SIRPG
-1.29227818856371	147407	SLC25A52
0.409311748817528	58509	CACTIN
-0.0658526329773381	1314	COPA
-0.160561879735244	8760	CDS2
-0.176470317075565	10169, 25764	SERF2, HYPK
0.162974354632696	440145	MZT1
0.131595775459573	9070	ASH2L
0.382524886585399	85865, 101927446	GTPBP10, LOC101927446
-1.49971379157879	26589	MRPL46
-0.589118342636796	651302	ZNF192P1
-0.55328752165961	54986	ULK4
-0.283650979060408	8703	B4GALT3
-0.42212044204266	1152	CKB
-0.121130216381799	22883	CLSTN1
-0.325779777743113	54823	SWT1
-0.433309591261306	2592	GALT
-0.754198998352822	10216	PRG4
-0.436321007818324	339324	ZNF260
0.260223017240213	23383	MAU2
-0.872447837216523	783	CACNB2
-0.15301850969003	5954, 440034	RCN1, DKFZp686K1684
-0.346967142319611	401152	C4orf3
1.50609186204744	415117	STX19
0.460036204194968	90324	CCDC97
-0.242463417143361	51019	CCDC53
-0.309791874048787	152559	PAQR3
1.09479870329849	54855	FAM46C
0.174722640478274	2029	ENSA
0.121462347823191	57223	PPP4R3B
-0.676442200819434	5150	PDE7A
-0.120025124276774	5711	PSMD5
1.42784986889485	92241	RCSD1
0.394479970634776	54819	ZCCHC10
0.217403011854616	51398	WDR83OS
-0.878841504107284	374618	TEX9
1.43920423739751	201176	ARHGAP27
0.205971319166345	84844	PHF5A
0.201333449529486	114825	PWWP2A
1.37839222841259	152992	TRMT44
-0.501035690997511	80144	FRAS1
-0.168806765293875	8417	STX7
-1.36140641987535	60495	HPSE2
-0.388781749150258	79829	NAA40
0.119695130473983	3916	LAMP1
0.405820929938875	1104	RCC1
-0.262904925050939	92675	DTD1
-0.584108183741461	91768	CABLES1
-1.42716790709875	51085	MLXIPL
-0.980413034541137	65267	WNK3
-1.04602863714561	869	CBLN1
1.36720138747421	84329	HVCN1
-0.600626593710138	7566	ZNF18
0.554949233391046	26205	GMEB2
-1.45191930696119	388795	EFCAB8
0.241640789397925	406	ARNTL
0.491412913942258	54981	NMRK1
-0.384712254206611	26272	FBXO4
-0.534759731270337	78992	YIPF2
-0.7467598478728	7757	ZNF208
0.699833945185283	23541	SEC14L2
-0.220193333362276	9909	DENND4B
0.496163180365596	10397	NDRG1
-0.342290328696005	90522	YIF1B
0.240673192157902	55692	LUC7L
0.506212017747812	80219	COQ10B
-0.524949402002237	78994	PRR14
-0.297241282176143	949	SCARB1
0.509439728667844	6941	TCF19
0.199670386503475	11113	CIT
-1.07443097437174	10888	GPR83
-0.35938847031054	80818	ZNF436
0.553098955206014	340277	FAM221A
0.222076208852484	7405	UVRAG
-0.332919447735624	7957	EPM2A
-0.310775458947191	55638	SYBU
0.228047073750871	8774	NAPG
-0.894040513127	116835	HSPA12B
-0.752933992810439	63876	PKNOX2
-0.836658297072121	7096	TLR1
-0.212542524770576	166378	SPATA5
-0.688322457690249	147929	ZNF565
-0.361301938922349	51660	MPC1
-0.446037453257524	92106	OXNAD1
-0.267340398097274	221154	MICU2
0.278996080117807	3954	LETM1
0.295851222307596	5373	PMM2
-1.46407021890157	80835	TAS1R1
0.22176665284784	51706	CYB5R1
-0.642687134870033	23492	CBX7
-0.976056163652745	388523	ZNF728
-0.971608054779247	5866	RAB3IL1
-0.622765205457912	9858	PPP1R26
-0.939085520383212	441250	TYW1B
0.235422330568626	1186	CLCN7
-1.39021452419245	10297	APC2
0.649737755826849	63976	PRDM16
0.219259927278411	23598	PATZ1
-0.673020421150362	91419	ATP23
0.142193732360614	9474	ATG5
-0.467810723134444	56101	PCDHGB5
-0.720666915239351	5805	PTS
-0.247006637488528	1849	DUSP7
0.366166073297185	285643	KIF4B
0.317288543238483	3321	IGSF3
1.27249918388471	838	CASP5
0.272345868789702	81605	URM1
-0.582897169014806	146664	MGAT5B
0.0868952630802414	160428	ALDH1L2
0.123483521997815	203068	TUBB
0.391551932522257	1827	RCAN1
1.14566184033545	3861	KRT14
0.867119767980282	9013	TAF1C
-0.170336177953616	55904	KMT2E
-0.355950242711172	64857	PLEKHG2
-1.45309413445954	284131	ENDOV
0.68771779706399	6909	TBX2
-0.317121801683733	9732	DOCK4
-0.514273642417409	55010	PARPBP
0.195442333162845	92579	G6PC3
0.905715236754245	1901	S1PR1
-0.432286111421287	26094	DCAF4
0.217498231722434	55181	SMG8
1.02854705384816	4314	MMP3
-0.124080252132447	267	AMFR
0.264562260805686	143684	FAM76B
-0.400794792346674	10362	HMG20B
-0.463003323610646	7587	ZNF37A
-0.183487180989643	7917	BAG6
-0.137070539378847	10418	SPON1
-0.891432932524834	4825	NKX6-1
0.420137025066954	64374	SIL1
0.373003595457574	25901	CCDC28A
-0.17739410968479	58487	CREBZF
0.115571581729584	3609	ILF3
-0.244562375612466	10621	POLR3F
0.196704052707511	26147	PHF19
-0.365952191421611	84864	MINA
-0.13250533447318	51727	CMPK1
0.711365068411851	55621	TRMT1
0.152813300861186	55689	YEATS2
-0.245753133575759	25839	COG4
0.685530684438125	57713	SFMBT2
-1.41345123192953	342035	GLDN
-0.147855559088786	23741	EID1
0.359786029039221	64789	EXO5
-0.227624804528859	56647	BCCIP
0.247869244297644	54454	ATAD2B
0.962667568059094	441191	RNF216P1
-0.675768494924217	55636	CHD7
0.195548680803058	10001	MED6
0.209410381936581	3423	IDS
-1.37373526362354	84868	HAVCR2
-0.626998898562281	124454	EARS2
0.501524976557307	56005	MYDGF
-0.721449961385738	57821	CCDC181
-0.855163481184477	84245	MRI1
0.423114062307041	9242	MSC
0.100428799182287	1209	CLPTM1
0.131675000970473	10106	CTDSP2
0.414072302571746	254394	MCM9
-0.844943616838769	402	ARL2
0.196366174094844	5911	RAP2A
0.135609775765598	10657	KHDRBS1
-0.496267748171735	51076	CUTC
-0.436633009650014	284325	C19orf54
0.698788015102082	29923	HILPDA
0.460164787796757	2188	FANCF
0.747910204282683	1944	EFNA3
1.38122556709648	6096	RORB
1.2971501001089	30834	ZNRD1
-0.600752465575468	10333	TLR6
-0.25333602421359	387119	CEP85L
0.307674118453437	387921	NHLRC3
0.526443460717234	388962	BOLA3
-0.189347831824408	84172	POLR1B
0.449805393586656	81889	FAHD1
-0.145761542124499	83607	AMMECR1L
0.3908144065856	5440	POLR2K
-0.647975051446238	55367	PIDD1
-0.398057784152958	85457	CIPC
-0.219559071583717	54521	WDR44
0.310555690203684	9672	SDC3
-0.948285185194744	80817	CEP44
-0.198683309888343	6495	SIX1
-1.42100309169227	2039	DMTN
0.842137505248608	25888	ZNF473
0.211100345108554	51535	PPHLN1
0.270855571358703	51043	ZBTB7B
0.179943585241474	51126	NAA20
0.203514775514041	9862	MED24
-1.40762353466438	144501	KRT80
-0.374820506288349	4081	MAB21L1
-0.206301245448141	10444	ZER1
1.3868937631952	100170841	C17orf96
-0.984170392371493	8800	PEX11A
-0.360465136652127	286205	SCAI
0.305327741100023	80024	SLC8B1
-1.37013918447218	440730	TRIM67
-1.09032953532784	755	C21orf2
-0.662656604590815	255104	TMCO4
-0.416556460808555	254042	METAP1D
0.345095056501484	5269	SERPINB6
-0.280685762350691	64131	XYLT1
-1.20056807108241	9866	TRIM66
-1.11533973391801	340542	BEX5
-0.975161151898018	89894	TMEM116
1.45069292264335	345079	SOWAHB
-0.710766534377034	387640	SKIDA1
-0.566589595053931	84316	NAA38
-1.38374849699845	645683	RPL13AP3
-0.145515003486037	9776	ATG13
-1.24654599530342	6334	SCN8A
0.847022538678096	6461	SHB
0.261685266444717	55142	HAUS2
0.502195573214296	10873	ME3
-0.400536051441988	3776	KCNK2
1.41911068344249	146779	EFCAB3
0.297972507826099	6161	RPL32
-1.21018175543574	111	ADCY5
1.13406005586442	3059	HCLS1
-1.21552242855774	55504	TNFRSF19
-0.117841509375256	57142	RTN4
-0.523527341410952	114897	C1QTNF1
1.28742515026309	27341	RRP7A
-0.377140068722454	57677	ZFP14
-0.274539046570667	9889	ZBED4
-0.536911355794645	55163	PNPO
-0.333911468948166	84457	PHYHIPL
-0.163500595066374	27243	CHMP2A
-0.149666305665591	7073	TIAL1
0.851887061833449	728233	PI4KAP1
0.286052295402019	55051	NRDE2
0.466682912931461	55835	CENPJ
0.303395852668393	56945	MRPS22
0.262645408499899	54606	DDX56
-0.395224425265831	56922	MCCC1
-0.216441310569316	343099	CCDC18
0.760545937389469	57647	DHX37
-0.31226086695688	9255	AIMP1
-0.309256880781821	9091	PIGQ
0.913825220470555	1349	COX7B
-0.337721866940964	55716	LMBR1L
-0.587015027834511	54884	RETSAT
0.647106656216976	23212	RRS1
0.316979116249614	7709	ZBTB17
0.435957013528935	6513	SLC2A1
0.195259695974066	9978	RBX1
-0.285409582171784	145508	CEP128
0.955799825692224	100506742	CASP12
1.08198242875429	8310	ACOX3
-0.199411392084225	113419	TEX261
0.623355816540874	317781	DDX51
1.40326162827039	51090	PLLP
-0.422468860637635	11279	KLF8
1.40416053769082	84815	MGC12916
0.990535686852553	6169	RPL38
-0.23619758665364	5828	PEX2
-0.398591604856929	133308	SLC9B2
0.3019975837366	79913	ACTR5
0.782349174105561	1870	E2F2
0.871486618129093	101930748	LINC00367
0.32798569511483	10560	SLC19A2
-0.233969242540502	148479	PHF13
-0.21336077842236	51008	ASCC1
0.216737558927948	661	POLR3D
0.370200938193015	51490	C9orf114
0.419820379635895	9743	ARHGAP32
-0.15311227817099	6747	SSR3
0.556249580090645	79077	DCTPP1
0.287157072970238	26258	BLOC1S6
1.42935112336467	7941	PLA2G7
0.464587271082909	9144	SYNGR2
-0.409998157556078	124930	ANKRD13B
0.635511100869817	64421	DCLRE1C
0.463319338268028	389362	PSMG4
-1.25401017449186	84125	LRRIQ1
-0.761541638486936	10597	TRAPPC2B
-0.349489688583478	23413	NCS1
-0.136097690577547	25852	ARMC8
-0.36931369063927	4338	MOCS2
-1.41512754675003	55653	BCAS4
0.401955731463472	92521	SPECC1
0.409766039347576	5320	PLA2G2A
0.559225069784945	1719	DHFR
0.47010526067795	220929	ZNF438
0.133361500411562	55770	EXOC2
-0.15783801522486	657	BMPR1A
-0.779695887593829	79154	DHRS11
0.109469402552128	9276	COPB2
0.314329525881367	10112	KIF20A
1.4243964288035	101929639	B4GALT1-AS1
-0.132631178023136	6301	SARS
-0.63794883799003	728819	C1GALT1C1L
-0.643731456004954	57573	ZNF471
-0.158143159355127	10409	BASP1
-1.39912532968778	201501	ZBTB7C
0.405943414468156	23508	TTC9
-1.30775491378664	84226	C2orf16
0.575031696937859	29893	PSMC3IP
-0.222373887413892	23456	ABCB10
-0.131175661421494	51434	ANAPC7
0.590780422932908	161436	EML5
-0.87566920648932	653121	ZBTB8A
1.39748378783295	26	AOC1
0.461746093638574	43	ACHE
-0.738218569410449	3749	KCNC4
0.160519546211413	55760	DHX32
-1.26181784003691	30845	EHD3
-0.338866563481256	51109	RDH11
-0.794501666974602	286257	C9orf142
-0.985632061213912	2868	GRK4
-0.808061536488012	375033	PEAR1
0.361221367305266	65244	SPATS2
-0.283248482717025	5191	PEX7
0.162886670846334	5518	PPP2R1A
-0.584206784554965	54947	LPCAT2
0.502093938751299	6880, 102157402	TAF9, AK6
0.378972171471879	203228	C9orf72
-0.662467465685327	26999	CYFIP2
-0.216566179780447	51538	ZCCHC17
0.414575049122639	197407	ZNF48
-1.34091231008824	285755	PPIL6
-1.00416764879955	7561	ZNF14
0.632937256506329	10060	ABCC9
0.789204283543177	84124	ZNF394
-0.783473543386659	4698	NDUFA5
-1.4101430418312	388743	CAPN8
-0.902718524646841	4354	MPP1
-0.16569785117438	23770	FKBP8
0.40243320580791	54555	DDX49
0.311356616841335	58489	ABHD17C
-0.558889951991055	54943	DNAJC28
0.0951362016386312	3156	HMGCR
0.249236461900585	7873	MANF
-0.221542652843841	2517	FUCA1
-0.109229789528723	3646	EIF3E
1.08745443869509	9955	HS3ST3A1
0.104468064725485	9373	PLAA
-0.222755783708917	9550	ATP6V1G1
0.241991322142548	2491	CENPI
0.375856669503853	79833	GEMIN6
-0.776828394517143	284370	ZNF615
0.971808840507908	51058	ZNF691
-0.708643130129159	140707	BRI3BP
-0.267328773436615	10467	ZNHIT1
-0.575312185014262	57221	ARFGEF3
0.257695754297041	7965	AIMP2
-0.132358355377809	57531	HACE1
0.13623922595588	55334	SLC39A9
-1.13014743147914	728116	ZBTB8B
-0.200618971932287	10580	SORBS1
-0.691366460108134	4747	NEFL
0.565377096963261	8462	KLF11
0.418855305828045	54516	MTRF1L
-0.728750369258485	9127	P2RX6
-0.160760241941048	9403	SEP15
-0.258462636783282	79712	GTDC1
-0.213401409694058	57728	WDR19
-0.41220270923903	115416	MALSU1
-1.37301210879582	285175	UNC80
1.37349724939338	55068	ENOX1
-0.122033354028984	10175	CNIH1
0.207017094325217	91746	YTHDC1
-0.294639615520935	26010	SPATS2L
0.626772302091701	55315	SLC29A3
0.723941967375834	7022	TFAP2C
0.138161787420615	9349	RPL23
0.512860290114301	9547	CXCL14
0.217211166083017	2820	GPD2
-1.15320583379877	84314	TMEM107
0.954828476846479	128710	SLX4IP
-0.263998543134026	1363	CPE
0.415326910448905	284307	ZIK1
-1.35999854716822	1632	ECI1
-0.849700970704997	64220	STRA6
-0.202485390634002	22873	DZIP1
-0.190059756724786	259282	BOD1L1
0.648533114060175	101927497	LOC101927497
-1.08391233296924	3215	HOXB5
-0.585422864940483	2676	GFRA3
1.36482465203621	23108	RAP1GAP2
1.3623519086658	123591	TMEM266
-1.2785332094657	7021	TFAP2B
0.2574955595964	9812	KIAA0141
0.226510286250321	200933	FBXO45
0.468537307701704	79672	FN3KRP
1.38419142995791	374443	LOC374443
-1.36816216490215	4881	NPR1
-0.204424100683671	585	BBS4
-0.630914041314156	386757	SLC6A10P
0.428391412987825	124583	CANT1
0.263205637704432	6146	RPL22
-0.379701427437346	152815	THAP6
-0.292741719208057	784	CACNB3
0.204189923151237	10542	LAMTOR5
1.36527510080285	9844	ELMO1
-0.121561253418038	8565	YARS
-1.25232544437672	8382	NME5
-0.5253256187338	64859	NABP1
-1.0179686960623	56109	PCDHGA6
0.543004772595186	23016	EXOSC7
-0.977352979731752	3911	LAMA5
0.730987640553195	3598	IL13RA2
-0.397742777999049	114112, 645840	TXNRD3, TXNRD3NB
0.259892106919818	5202	PFDN2
0.311563759967152	10534	SSSCA1
0.222792679025329	7088	TLE1
0.318975329864109	9442	MED27
-0.443977476832943	55173	MRPS10
-0.120579701453431	9631	NUP155
-0.343248315319836	54955	C1orf109
-1.2058761499587	153657	TTC23L
0.176470067247487	23512	SUZ12
-1.27140035708363	112885	PHF21B
-0.57922515573226	168374	ZNF92
-0.53914788613742	253559	CADM2
-0.284612874320921	2121	EVC
0.354391040575084	6649	SOD3
0.273958576120348	113452	TMEM54
0.138678908257291	5297	PI4KA
0.256416820776964	84547	PGBD1
-0.535492868938199	57213	SPRYD7
-0.144616708110755	29934	SNX12
-0.408490813557017	54206	ERRFI1
-0.243252823239326	55116	TMEM39B
-1.37174123720589	92249	LINC01278
0.159778979137276	79832	QSER1
0.713062815645712	64641	EBF2
0.163246159379259	64285	RHBDF1
0.224399012117094	54942	FAM206A
0.281940903224202	2774	GNAL
0.219466814538708	79734	KCTD17
0.393414888657754	114034	TOE1
0.176389552304483	84240	ZCCHC9
-1.11201183257293	11219	TREX2
-0.502349511445906	132158	GLYCTK
-0.221478631403634	8731	RNMT
0.171055044655595	25917	THUMPD3
-0.0877056910939415	8661	EIF3A
-0.449248150112074	79720	VPS37B
0.204667611507822	9208	LRRFIP1
-0.311671203835001	55177	RMDN3
0.229727175199875	84823	LMNB2
0.111742120947865	81	ACTN4
1.36865666736174	594857	NPS
-1.28288944929145	645166	LOC645166
-1.1814789716083	115572	FAM46B
1.37342577471379	65266	WNK4
-0.172168275145355	54552	GNL3L
-0.624478562600364	150709	ANKAR
-0.585603518189911	117177	RAB3IP
0.207481186561471	3678	ITGA5
0.313527379148505	80789	INTS5
-0.307893899391834	152002	XXYLT1
0.115147644318356	7417	VDAC2
0.23525597665242	51444	RNF138
-0.144414635827373	10980	COPS6
-0.299057433803407	1956	EGFR
-0.21253533230434	5510	PPP1R7
-0.900170418698111	3730	ANOS1
0.141856114302818	55654	TMEM127
-0.182935825879039	54813	KLHL28
-0.432264750447959	22869	ZNF510
0.370497622841569	130557	ZNF513
-1.1968060803841	202915	TMEM184A
-1.3657260290133	1259	CNGA1
-0.323083650855596	64969	MRPS5
-0.174182777295262	57521	RPTOR
0.494219129358209	84522	JAGN1
-0.255768527170657	9681	DEPDC5
-0.755287772643938	64403	CDH24
-0.768297103904166	9899	SV2B
-1.00885046187164	317671	RFESD
0.235333559444213	6136	RPL12
-0.115616887933206	51455	REV1
0.141070703522557	375743	PTAR1
-0.201975739569502	51808	PHAX
-0.322815741975398	4221	MEN1
0.443511567679972	54797	MED18
0.408993079439225	64434	NOM1
-0.288937914429629	10011	SRA1
1.24970127780684	283849	EXOC3L1
0.270050969549354	23005	MAPKBP1
-0.210176590971438	25898	RCHY1
0.173757879399429	27154	BRPF3
-1.26200213535787	79187	FSD1
-1.04452939158939	90835	CCDC189
0.247256741369186	131076	CCDC58
-0.135460394560214	663	BNIP2
-0.718273442737374	53834	FGFRL1
1.33197920369284	5794	PTPRH
-0.284804086905216	80381	CD276
-0.191256682494267	55149	MTPAP
0.222000161162008	59338	PLEKHA1
0.280146498483014	7518	XRCC4
1.35333127748244	6336	SCN10A
0.328182842453766	51078	THAP4
-0.235403052417675	285282	RABL3
0.0925380277647354	23367	LARP1
-0.269251268069574	266727	MDGA1
-0.577962908647906	80264	ZNF430
0.590782590011008	239	ALOX12
0.302759638129307	159013	CXorf38
0.793793586297313	10675	CSPG5
-0.543354207983338	56099	PCDHGB7
-0.910143278850751	64112	MOAP1
1.32716267185717	11226	GALNT6
0.531050065954099	55210	ATAD3A
1.26514462733197	138716	RPP25L
-1.20855810071328	8326	FZD9
0.222755196727616	2177	FANCD2
0.668157151553923	112476	PRRT2
0.231031868757515	6282	S100A11
-0.0970058480604456	116254	GINM1
-1.31902838834443	50846	DHH
0.695734744941723	11035	RIPK3
-0.226726821021228	6293	VPS52
-0.215979958814948	55752	SEPT11
-0.197717746797353	8520	HAT1
1.34092552234942	10149	ADGRG2
-0.267441723312998	83481	EPPK1
-0.297396240518483	51121	RPL26L1
-1.34550524852314	64078	SLC28A3
0.141527697998352	65117	RSRC2
-1.27053815810328	92270	ATP6AP1L
-0.245067802799812	7586	ZKSCAN1
-0.272334356330178	7782	SLC30A4
-0.231401681038561	160335	TMTC2
0.794635951695279	5819	NECTIN2
-1.24409726361508	85016	C11orf70
1.01572079679378	348180	CTU2
0.892568173058308	146434	ZNF597
-0.668701896358838	81888	HYI
-1.15723170257304	403150	FLJ31356
-1.07331606769966	1770	DNAH9
-0.757239231597563	84848	MIR503HG
0.249287905985956	54707	GPN2
-0.122163934431473	6009	RHEB
0.858431472235041	220323	OAF
-0.357820583571322	54876	DCAF16
0.223025292170197	10615	SPAG5
-0.221839854370436	54948	MRPL16
0.274055230284115	29937	NENF
0.25070480125592	65220	NADK
-0.218535619906685	10455	ECI2
0.442149039558295	1282	COL4A1
0.201102680248296	10589	DRAP1
0.154642293405407	55571	CNOT11
0.50262477061605	6903	TBCC
0.610952403313755	6165	RPL35A
-1.32884203099494	56521	DNAJC12
0.225345371676789	4097	MAFG
0.208318927780793	9392	TGFBRAP1
-1.33638618834324	347475	CCDC160
-1.33224918569548	1131	CHRM3
-0.2383586164964	9015	TAF1A
-1.32530870075038	256158	HMCN2
-0.352571486604641	55501, 101927181	CHST12, LOC101927181
0.599072225130042	54069	MIS18A
-0.360701516744089	56675	NRIP3
-0.249863907244519	6392	SDHD
-1.30021604827157	54466	SPIN2A
0.0943526760502703	6386	SDCBP
-0.730787993270034	375704	ENHO
0.356890609711758	873	CBR1
-1.11220470731139	23263	MCF2L
1.01731203446906	285346	ZNF852
0.786383712306143	4645	MYO5B
0.0884033345236986	10130	PDIA6
-0.301053474857561	342357	ZKSCAN2
0.298580066997776	8460	TPST1
-0.294045489403061	57209	ZNF248
-0.439603252165098	10654	PMVK
-0.37451371955947	57786	RBAK
0.418320770963352	161176	SYNE3
0.178242629214152	6205	RPS11
-0.695714904748734	221458	KIF6
0.878382173182159	29887	SNX10
-0.195914091197771	81602	CDADC1
-0.492302221058214	65243	ZFP69B
-0.349455797079197	55172	DNAAF2
0.1940130814445	23276	KLHL18
-1.16818665740969	23149	FCHO1
-0.330444487052639	4958	OMD
-0.83059180128474	2150	F2RL1
-1.10295910883788	57502	NLGN4X
0.904898622787702	55034	MOCOS
-0.176726919524168	11276	SYNRG
0.132286805451055	7027	TFDP1
-0.26009708012059	399687	MYO18A
0.398400544901023	83744	ZNF484
-0.201151728275171	27107	ZBTB11
-0.330664277979688	10634	GAS2L1
-0.228571347977779	5533	PPP3CC
-0.319029538728317	9824	ARHGAP11A
-0.179828746756915	665	BNIP3L
-1.22731480893401	55766	H2AFJ
-0.393915460997691	55020	TTC38
1.19085155415516	56114	PCDHGA1
-0.304920861445644	5160	PDHA1
-0.264293237676238	348	APOE
1.3028435271327	196996	GRAMD2
-0.701631498765275	57717	PCDHB16
-0.215775633665063	89797	NAV2
-0.267899005839035	149420	PDIK1L
-1.09291948015146	146542	ZNF688
-0.489609259536929	3108	HLA-DMA
-0.535021568876368	10278	EFS
-0.234410518500708	153733	CCDC112
0.275060257112565	8449	DHX16
-0.950269769132793	257068	PLCXD2
0.172389537421566	84333	PCGF5
-1.04709948070365	27129	HSPB7
0.375228346297853	410	ARSA
-0.165125952236822	11108	PRDM4
0.279129169515408	84243	ZDHHC18
0.204495281244541	11252	PACSIN2
-0.725097592266138	51450	PRRX2
-0.276782733240191	147179	WIPF2
0.195246998024207	79902	NUP85
0.129508065477094	6132	RPL8
0.663365042991314	255631	COL24A1
0.170335794643287	8653	DDX3Y
0.302137765470435	81839	VANGL1
0.868929271005387	5387	PMS2P3
-0.126324727268061	54778	RNF111
-0.457719083226353	390927	ZNF793
-1.30466765371531	3754	KCNF1
-0.215693312797546	6192	RPS4Y1
0.330570815355887	1175	AP2S1
0.150232339882508	10910	SUGT1
-0.31034447707999	51368	TEX264
1.19838710868697	3696	ITGB8
-0.768690922135543	4147	MATN2
-0.25993921283566	55105	GPATCH2
-1.17586643582309	53335	BCL11A
0.557857751377872	641339	ZNF674
-0.921533265289812	2888	GRB14
0.286131095741763	54620	FBXL19
-1.30883808351757	1013	CDH15
-0.144217446539791	8872	CDC123
0.168030098571306	6522	SLC4A2
0.270027467894729	2775	GNAO1
-0.840298273323494	348926	FAM86EP
0.195744305943603	22884	WDR37
0.189105651646082	51507	RTFDC1
-0.138373962485512	10847, 100862671	SRCAP, TMEM265
0.205597683410317	283820, 102723728	NOMO2, LOC102723728
0.249528091336882	1678	TIMM8A
-0.184743717347399	196463	PLBD2
-0.267723335018344	4528	MTIF2
